Campus,Algebra_Rate,Biology_Rate,English_Rate,US_History_Rate,Class_Size_English,Class_Size_Math,Class_Size_Sci,Class_Size_Soc_Stud,Teacher_Beginning_Count,Teacher_Beginning_Percent,Teacher_1-5_Years_Count,Teacher_1-5_Years_Percent,Teacher_6-10_Years_Count,Teacher_6-10_Years_Percent,Teacher_11-20_Years_Count,Teacher_11-20_Years_Percent,Teacher_More_Than_20_Years_Count,Teacher_More_Than_20_Years_Percent,Teacher_BA_Degree_Count,Teacher_BA_Degree_Percent,Teacher_Experience_Average,Teacher_Student_Ratio,Teacher_MS_Degree_Count,Teacher_MS_Degree_Percent,Teacher_No_Degree_Count,Teacher_No_Degree_Percent,Teacher_PH_Degree_Count,Teacher_PH_Degree_Percent,Teacher_Tenure_Average,Campus_Name,County_Name,County,District_Name,District,Region,Region_Name,Median_Household_Income,Gini_Index,Median_Family_Income,Poverty_Rate,Avg_Max_Temp,Avg_Min_Temp
101914010,84.0,94.0,89.0,95.0,19.9,22.8,24.6,22.6,12.0,6.0,33.2,16.6,39.2,19.6,74.2,37.1,41.5,20.7,124.2,62.1,13.0,18.1,74.9,37.4,0.0,0.0,1.0,0.5,7.5,SEVEN LAKES H S,HARRIS,101,KATY ISD,101914,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101914011,0.0,0.0,25.0,48.0,8.0,10.6,7.8,10.2,1.0,5.3,4.0,21.1,6.0,31.5,6.0,31.5,2.0,10.5,13.0,68.3,10.5,9.0,6.0,31.7,0.0,0.0,0.0,0.0,8.2,RAINES H S,HARRIS,101,KATY ISD,101914,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101914012,73.0,93.0,89.0,96.0,20.2,23.0,23.8,25.3,13.1,6.4,67.2,32.7,47.5,23.1,55.2,26.9,22.3,10.8,140.7,68.5,9.7,18.3,60.5,29.5,0.1,0.1,4.0,1.9,4.8,TOMPKINS H S,HARRIS,101,KATY ISD,101914,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101914013,58.0,69.0,60.0,89.0,17.9,22.0,22.0,25.3,5.0,5.3,30.2,32.0,31.1,33.0,20.0,21.2,8.0,8.5,61.6,65.3,9.0,14.8,29.0,30.8,2.0,2.1,1.7,1.8,3.7,PAETOW H S,HARRIS,101,KATY ISD,101914,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101915001,49.0,75.0,64.0,83.0,15.7,17.5,18.4,21.4,9.0,4.0,48.3,21.8,41.3,18.6,71.4,32.1,52.1,23.5,142.2,64.0,13.8,15.4,69.5,31.3,8.4,3.8,2.0,0.9,9.0,KLEIN H S,HARRIS,101,KLEIN ISD,101915,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101915002,38.0,42.0,32.0,67.0,15.5,15.6,17.2,18.8,25.2,9.5,79.2,30.0,57.1,21.6,60.3,22.8,42.4,16.0,164.0,62.1,10.7,13.4,88.0,33.3,8.0,3.0,4.0,1.5,5.7,KLEIN FOREST H S,HARRIS,101,KLEIN ISD,101915,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101915003,55.0,67.0,57.0,87.0,15.9,17.4,19.3,23.5,5.9,2.6,55.1,24.7,44.6,20.0,73.4,32.9,44.0,19.7,127.6,57.3,13.4,16.5,79.2,35.6,9.1,4.1,6.9,3.1,7.7,KLEIN OAK H S,HARRIS,101,KLEIN ISD,101915,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101915004,48.0,67.0,55.0,83.0,15.8,17.5,20.2,21.8,12.7,6.1,44.1,21.4,38.0,18.4,71.4,34.7,39.9,19.4,128.0,62.1,13.0,16.8,69.7,33.8,7.0,3.4,1.3,0.6,7.9,KLEIN COLLINS H S,HARRIS,101,KLEIN ISD,101915,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101915005,37.0,69.0,59.0,82.0,14.6,18.3,18.8,20.5,21.9,15.8,45.7,32.9,29.7,21.4,30.3,21.8,11.4,8.2,92.9,66.8,9.1,16.7,36.9,26.5,5.5,4.0,3.8,2.7,4.3,KLEIN CAIN H S,HARRIS,101,KLEIN ISD,101915,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101916001,32.0,59.0,49.0,80.0,16.2,16.1,18.5,16.8,4.9,3.6,40.9,30.1,23.5,17.3,41.2,30.3,25.5,18.7,95.7,70.4,12.6,15.5,35.9,26.4,3.5,2.6,0.9,0.7,8.5,LA PORTE H S,HARRIS,101,LA PORTE ISD,101916,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101916002,4.0,26.0,33.0,38.0,5.9,2.4,5.3,4.3,0.1,0.7,6.0,33.6,2.0,11.0,5.6,31.1,4.2,23.6,10.8,59.9,11.6,5.6,5.6,31.2,1.5,8.3,0.1,0.6,8.1,THE ACADEMY OF VIOLA DEWALT H S,HARRIS,101,LA PORTE ISD,101916,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101917001,65.0,60.0,32.0,72.0,13.0,14.9,15.6,12.1,8.0,4.9,61.2,37.1,36.7,22.3,30.4,18.5,28.5,17.3,116.3,70.5,10.6,14.0,42.3,25.7,2.2,1.4,4.0,2.4,7.9,PASADENA HIGH SCHOOL,HARRIS,101,PASADENA ISD,101917,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101917002,67.0,56.0,38.0,63.0,13.9,13.5,14.8,13.3,22.9,12.3,59.0,31.8,31.9,17.2,51.0,27.5,20.7,11.1,134.5,72.5,9.7,14.4,45.3,24.4,2.8,1.5,2.9,1.6,7.0,SAM RAYBURN H S,HARRIS,101,PASADENA ISD,101917,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101917003,61.0,59.0,34.0,68.0,13.9,15.8,14.9,16.7,17.9,11.2,59.0,36.9,35.2,22.0,32.7,20.5,14.9,9.3,113.6,71.2,8.6,14.8,38.5,24.1,5.6,3.5,2.0,1.3,6.3,SOUTH HOUSTON HIGH SCHOOL,HARRIS,101,PASADENA ISD,101917,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101917004,65.0,58.0,44.0,76.0,16.5,18.5,19.0,18.8,12.8,5.3,70.1,28.8,51.9,21.4,70.4,29.0,37.7,15.5,174.9,72.0,10.9,15.5,64.4,26.5,0.5,0.2,3.0,1.2,8.3,DOBIE H S,HARRIS,101,PASADENA ISD,101917,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101917007,79.0,22.0,24.0,49.0,10.8,11.0,11.8,11.4,0.0,0.0,7.9,22.2,7.3,20.5,14.3,40.1,6.1,17.1,18.3,51.4,12.6,9.6,15.3,43.0,0.0,0.0,2.0,5.6,9.4,TEGELER CAREER CENTER,HARRIS,101,PASADENA ISD,101917,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101917013,76.0,63.0,52.0,80.0,15.2,15.3,15.8,14.9,12.4,6.5,54.6,28.7,34.5,18.1,55.7,29.3,33.1,17.4,125.7,66.1,11.5,16.4,57.5,30.2,4.0,2.1,3.0,1.6,7.2,PASADENA MEMORIAL H S,HARRIS,101,PASADENA ISD,101917,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101917016,80.0,82.0,60.0,83.0,16.1,20.6,20.8,20.1,6.4,6.8,34.1,36.3,28.4,30.2,17.0,18.1,8.1,8.7,59.1,62.9,9.3,14.9,21.5,22.9,13.3,14.1,0.1,0.1,6.1,DR KIRK LEWIS CAREER AND TECHNICAL,HARRIS,101,PASADENA ISD,101917,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101919001,22.0,45.0,30.0,68.0,18.0,20.8,22.7,22.6,17.4,10.7,51.4,31.4,36.8,22.5,42.5,26.0,15.6,9.5,107.4,65.6,8.9,17.4,42.3,25.8,5.0,3.1,9.0,5.5,5.1,SPRING H S,HARRIS,101,SPRING ISD,101919,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101919002,26.0,29.0,23.0,61.0,16.6,19.2,18.4,21.3,18.7,10.9,50.3,29.3,30.0,17.5,51.5,30.0,21.1,12.3,107.6,62.7,9.8,16.7,53.2,31.0,5.7,3.3,5.0,2.9,5.6,WESTFIELD H S,HARRIS,101,SPRING ISD,101919,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101919003,15.0,26.0,15.0,43.0,18.6,19.5,21.1,23.0,27.6,21.6,43.0,33.7,20.0,15.7,29.4,23.0,7.6,5.9,79.0,61.9,7.7,16.8,42.6,33.4,4.2,3.3,1.8,1.4,3.8,ANDY DEKANEY H S,HARRIS,101,SPRING ISD,101919,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101919018,65.0,85.0,58.0,79.0,19.0,20.0,19.2,19.9,8.9,8.7,42.2,41.2,21.2,20.7,19.5,19.0,10.6,10.4,56.4,55.1,9.5,14.4,35.4,34.6,6.6,6.4,4.0,3.9,5.2,CARL WUNSCHE SR H S,HARRIS,101,SPRING ISD,101919,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101919021,61.0,88.0,77.0,92.0,12.1,12.0,11.9,10.6,2.0,8.3,5.2,21.5,6.3,26.2,5.4,22.5,5.2,21.6,11.5,47.8,12.0,17.4,11.6,48.0,0.0,0.0,1.0,4.1,6.3,SPRING EARLY COLLEGE ACADEMY,HARRIS,101,SPRING ISD,101919,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101920001,62.0,84.0,82.0,90.0,20.8,22.2,22.5,24.2,6.5,4.4,35.3,23.6,31.5,21.1,38.5,25.7,37.9,25.3,98.7,65.9,13.4,17.5,46.1,30.8,0.6,0.4,4.3,2.9,9.7,MEMORIAL H S,HARRIS,101,SPRING BRANCH ISD,101920,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101920003,32.0,55.0,36.0,72.0,22.5,23.2,23.5,22.7,4.2,3.2,45.4,33.9,22.4,16.7,37.5,28.0,24.4,18.2,93.9,70.1,11.3,16.1,37.0,27.7,0.6,0.5,2.4,1.8,7.5,SPRING WOODS H S,HARRIS,101,SPRING BRANCH ISD,101920,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101920005,46.0,42.0,28.0,66.0,15.6,17.3,18.5,17.8,4.9,3.7,40.4,31.0,22.4,17.2,31.1,23.9,31.4,24.1,87.0,66.8,12.0,19.8,35.9,27.6,1.5,1.2,5.7,4.4,8.2,NORTHBROOK H S,HARRIS,101,SPRING BRANCH ISD,101920,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101920006,43.0,80.0,70.0,88.0,19.0,23.1,24.2,25.0,6.8,5.5,28.3,22.7,24.9,20.0,42.3,33.9,22.1,17.8,83.4,67.0,12.0,17.2,39.0,31.3,0.6,0.5,1.5,1.2,7.6,STRATFORD H S,HARRIS,101,SPRING BRANCH ISD,101920,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101920014,58.0,67.0,74.0,87.0,18.1,18.3,18.4,18.1,1.4,1.7,19.9,25.3,17.7,22.5,25.8,32.8,13.9,17.7,41.9,53.3,12.5,12.9,30.9,39.3,1.6,2.0,4.2,5.4,7.8,WESTCHESTER ACADEMY FOR INTERNATIO,HARRIS,101,SPRING BRANCH ISD,101920,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101920016,23.0,73.0,49.0,55.0,5.8,5.3,7.7,6.8,1.3,5.3,8.0,33.8,2.7,11.6,6.6,28.1,5.0,21.1,17.9,75.7,10.4,6.6,5.6,23.6,0.1,0.5,0.1,0.3,6.6,ACADEMY OF CHOICE,HARRIS,101,SPRING BRANCH ISD,101920,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101921001,50.0,73.0,68.0,89.0,20.3,22.1,24.1,25.1,4.1,3.4,36.8,30.4,27.8,23.0,38.7,32.0,13.7,11.3,80.8,66.7,10.8,17.0,37.5,30.9,1.0,0.8,1.9,1.5,5.1,TOMBALL H S,HARRIS,101,TOMBALL ISD,101921,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101921002,85.0,85.0,77.0,94.0,21.3,25.2,24.3,27.7,6.2,5.0,38.6,31.0,30.1,24.2,39.4,31.7,10.1,8.1,79.9,64.3,10.0,18.6,43.3,34.9,1.0,0.8,0.0,0.0,4.7,TOMBALL MEMORIAL H S,HARRIS,101,TOMBALL ISD,101921,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101924001,53.0,46.0,39.0,42.0,14.4,16.9,16.7,18.6,9.0,6.0,54.3,36.5,33.4,22.4,40.2,26.9,12.1,8.1,94.2,63.2,9.2,16.7,49.1,32.9,2.8,1.9,3.0,2.0,4.4,C E KING H S,HARRIS,101,SHELDON ISD,101924,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101924012,33.0,0.0,18.0,7.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,100.0,1.0,34.6,28.0,24.2,1.9,65.4,0.0,0.0,0.0,0.0,10.7,KASE ACADEMY,HARRIS,101,SHELDON ISD,101924,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
101925001,48.0,84.0,54.0,75.0,18.9,20.0,21.4,21.2,2.9,4.0,15.5,21.7,19.7,27.6,21.5,30.0,11.9,16.7,49.7,69.5,11.9,14.5,20.8,29.1,1.0,1.4,0.0,0.0,6.0,HARGRAVE H S,HARRIS,101,HUFFMAN ISD,101925,04,HOUSTON,61705.0,0.4971,71258.0,15.555187307790808,88.82,61.36
102902001,28.0,47.0,35.0,16.0,17.3,18.1,16.7,19.5,19.1,18.7,34.4,33.7,17.6,17.2,16.5,16.2,14.6,14.3,86.8,85.0,9.1,13.8,12.5,12.2,2.9,2.8,0.0,0.0,6.4,MARSHALL H S,HARRISON,102,MARSHALL ISD,102902,07,KILGORE,52220.0,0.4785,65116.0,16.957044157404628,84.55,57.64
102903002,30.0,59.0,40.0,64.0,14.3,16.6,14.1,15.9,2.9,9.0,8.7,26.8,5.0,15.4,9.0,27.8,6.8,21.0,20.4,62.9,12.5,9.7,11.0,34.0,1.0,3.1,0.0,0.0,3.5,WASKOM H S,HARRISON,102,WASKOM ISD,102903,07,KILGORE,52220.0,0.4785,65116.0,16.957044157404628,84.55,57.64
102904002,48.0,76.0,67.0,79.0,18.2,20.4,21.7,21.3,2.4,2.2,27.1,25.9,25.2,24.1,29.4,28.0,20.7,19.8,81.2,77.5,13.0,14.0,21.5,20.6,2.0,1.9,0.0,0.0,8.1,HALLSVILLE H S,HARRISON,102,HALLSVILLE ISD,102904,07,KILGORE,52220.0,0.4785,65116.0,16.957044157404628,84.55,57.64
102904010,9.0,23.0,24.0,50.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEXAS VIRTUAL ACADEMY AT HALLSVILL,HARRISON,102,HALLSVILLE ISD,102904,07,KILGORE,52220.0,0.4785,65116.0,16.957044157404628,84.55,57.64
102905001,62.0,77.0,67.0,76.0,10.9,11.8,11.3,13.9,0.0,0.0,3.8,17.0,5.0,22.2,7.7,34.2,6.0,26.7,20.5,91.2,14.2,9.7,2.0,8.8,0.0,0.0,0.0,0.0,4.7,HARLETON H S,HARRISON,102,HARLETON ISD,102905,07,KILGORE,52220.0,0.4785,65116.0,16.957044157404628,84.55,57.64
102906001,57.0,75.0,59.0,76.0,10.9,14.5,15.0,16.0,6.8,25.3,4.8,17.9,5.7,21.3,5.3,19.6,4.2,15.8,20.0,74.7,9.8,10.4,6.8,25.3,0.0,0.0,0.0,0.0,4.9,ELYSIAN FIELDS H S,HARRISON,102,ELYSIAN FIELDS ISD,102906,07,KILGORE,52220.0,0.4785,65116.0,16.957044157404628,84.55,57.64
103901001,67.0,55.0,38.0,25.0,7.4,4.8,6.8,8.6,1.9,10.0,7.1,36.7,5.0,25.8,3.0,15.5,2.3,12.0,16.0,82.6,9.8,9.3,2.4,12.5,0.9,4.8,0.0,0.0,6.9,CHANNING SCHOOL,HARTLEY,103,CHANNING ISD,103901,16,AMARILLO,58298.0,0.372,68051.0,4.427588639971777,82.09,41.64
104901001,68.0,62.0,57.0,78.0,10.3,8.8,10.6,12.4,1.0,3.9,2.1,8.6,1.9,7.6,13.2,52.8,6.7,27.0,18.2,73.0,16.0,6.6,6.7,27.0,0.0,0.0,0.0,0.0,8.7,HASKELL H S,HASKELL,104,HASKELL CISD,104901,14,ABILENE,40313.0,0.4223,54115.0,18.721620677610897,88.17,44.0
104903001,33.0,43.0,69.0,89.0,9.1,7.4,8.8,8.7,2.0,13.3,1.0,6.7,4.0,26.7,6.0,40.0,2.0,13.3,14.0,93.3,11.5,8.1,1.0,6.7,0.0,0.0,0.0,0.0,2.2,RULE SCHOOL,HASKELL,104,RULE ISD,104903,14,ABILENE,40313.0,0.4223,54115.0,18.721620677610897,88.17,44.0
105801001,7.0,50.0,50.0,80.0,9.0,6.9,7.1,8.0,1.6,10.3,10.9,70.4,1.0,6.5,2.0,12.9,0.0,0.0,6.2,39.9,3.6,10.8,5.8,37.4,0.5,3.3,3.0,19.4,1.8,KATHERINE ANNE PORTER SCHOOL,HAYS,105,KATHERINE ANNE PORTER SCHOOL,105801,13,AUSTIN,68717.0,0.4499,85891.0,13.223287684073377,89.55,56.18
105803001,5.0,17.0,4.0,0.0,2.5,2.3,2.3,2.4,3.9,18.3,13.2,62.7,2.0,9.5,1.0,4.8,1.0,4.8,18.0,85.7,3.7,8.4,3.0,14.3,0.0,0.0,0.0,0.0,1.7,KI CHARTER ACADEMY,HAYS,105,KI CHARTER ACADEMY,105803,13,AUSTIN,68717.0,0.4499,85891.0,13.223287684073377,89.55,56.18
105902001,17.0,48.0,43.0,70.0,18.7,18.3,19.7,19.9,16.7,10.2,47.6,28.9,32.0,19.4,42.3,25.7,26.2,15.9,105.5,64.0,10.4,14.0,55.3,33.6,2.0,1.2,2.0,1.2,6.7,SAN MARCOS H S,HAYS,105,SAN MARCOS CISD,105902,13,AUSTIN,68717.0,0.4499,85891.0,13.223287684073377,89.55,56.18
105904001,60.0,88.0,82.0,93.0,21.3,20.5,17.9,21.6,9.8,7.7,36.3,28.6,21.4,16.9,40.8,32.1,18.8,14.8,89.9,70.7,10.9,15.3,34.4,27.1,2.8,2.2,0.0,0.0,5.1,DRIPPING SPRINGS H S,HAYS,105,DRIPPING SPRINGS ISD,105904,13,AUSTIN,68717.0,0.4499,85891.0,13.223287684073377,89.55,56.18
105905001,31.0,77.0,68.0,85.0,15.2,14.9,17.4,17.4,3.0,4.9,14.1,23.0,10.9,17.8,25.4,41.4,7.9,12.8,44.4,72.4,11.7,12.8,15.0,24.5,1.9,3.2,0.0,0.0,5.4,WIMBERLEY H S,HAYS,105,WIMBERLEY ISD,105905,13,AUSTIN,68717.0,0.4499,85891.0,13.223287684073377,89.55,56.18
105906001,72.0,68.0,57.0,80.0,21.2,23.8,23.4,25.3,8.8,5.5,42.8,26.9,33.0,20.7,50.3,31.6,24.3,15.3,103.7,65.2,11.4,18.6,49.4,31.0,3.0,1.9,3.0,1.9,5.3,JACK C HAYS H S,HAYS,105,HAYS CISD,105906,13,AUSTIN,68717.0,0.4499,85891.0,13.223287684073377,89.55,56.18
105906004,5.0,9.0,3.0,56.0,3.8,3.7,4.3,6.0,0.0,0.0,0.0,0.0,4.9,39.2,3.6,28.9,4.0,31.8,9.6,76.1,15.4,15.9,3.0,23.9,0.0,0.0,0.0,0.0,7.2,LIVE OAK ACADEMY,HAYS,105,HAYS CISD,105906,13,AUSTIN,68717.0,0.4499,85891.0,13.223287684073377,89.55,56.18
105906005,47.0,58.0,43.0,70.0,20.7,20.9,22.4,23.7,8.9,6.0,51.1,34.6,31.2,21.1,43.2,29.2,13.4,9.1,103.3,69.9,9.4,17.8,38.2,25.9,3.0,2.0,3.2,2.2,4.1,LEHMAN H S,HAYS,105,HAYS CISD,105906,13,AUSTIN,68717.0,0.4499,85891.0,13.223287684073377,89.55,56.18
106901001,78.0,66.0,58.0,91.0,9.7,8.7,11.6,11.2,1.0,3.6,1.0,3.6,4.0,14.5,9.7,34.9,12.0,43.4,21.8,78.8,17.7,9.7,4.9,17.6,0.0,0.0,1.0,3.6,8.5,CANADIAN H S,HEMPHILL,106,CANADIAN ISD,106901,16,AMARILLO,70625.0,0.4392,84250.0,8.162243365047571,,
107901001,36.0,45.0,43.0,41.0,16.2,18.7,19.9,17.4,5.1,8.4,23.0,38.1,7.9,13.0,12.4,20.6,12.0,19.8,39.1,64.8,10.6,14.9,15.7,26.0,3.6,6.0,2.0,3.2,3.8,ATHENS H S,HENDERSON,107,ATHENS ISD,107901,10,RICHARDSON,47355.0,0.4702,58429.0,16.774392500308373,86.27,52.36
107902001,37.0,62.0,59.0,76.0,16.9,18.3,19.3,19.4,2.2,3.8,24.8,42.6,7.3,12.5,11.1,19.1,12.8,21.9,46.4,79.8,11.0,13.4,8.8,15.1,3.0,5.1,0.0,0.0,3.8,BROWNSBORO H S,HENDERSON,107,BROWNSBORO ISD,107902,07,KILGORE,47355.0,0.4702,58429.0,16.774392500308373,86.27,52.36
107904001,80.0,83.0,56.0,64.0,8.9,8.5,11.9,10.6,3.5,17.5,3.6,17.9,4.0,19.9,5.5,27.4,3.5,17.4,18.6,92.6,11.1,7.4,1.5,7.4,0.0,0.0,0.0,0.0,3.5,CROSS ROADS H S,HENDERSON,107,CROSS ROADS ISD,107904,07,KILGORE,47355.0,0.4702,58429.0,16.774392500308373,86.27,52.36
107905001,38.0,72.0,65.0,74.0,11.1,15.6,14.8,15.7,0.0,0.0,10.1,23.5,10.0,23.2,10.6,24.7,12.3,28.6,29.4,68.3,14.4,10.0,9.7,22.5,2.0,4.6,2.0,4.6,6.9,EUSTACE H S,HENDERSON,107,EUSTACE ISD,107905,07,KILGORE,47355.0,0.4702,58429.0,16.774392500308373,86.27,52.36
107906001,52.0,67.0,47.0,73.0,12.2,15.3,17.8,18.0,0.0,0.0,5.4,16.5,1.9,5.9,13.7,41.8,11.7,35.8,26.9,82.1,16.8,11.8,5.9,17.9,0.0,0.0,0.0,0.0,7.2,MALAKOFF H S,HENDERSON,107,MALAKOFF ISD,107906,07,KILGORE,47355.0,0.4702,58429.0,16.774392500308373,86.27,52.36
107907001,50.0,83.0,53.0,43.0,10.9,9.8,7.9,10.0,10.2,49.9,2.0,9.6,1.9,9.5,3.9,19.0,2.5,12.0,17.6,85.8,7.0,8.8,0.0,0.0,2.9,14.2,0.0,0.0,4.4,TRINIDAD SCHOOL,HENDERSON,107,TRINIDAD ISD,107907,07,KILGORE,47355.0,0.4702,58429.0,16.774392500308373,86.27,52.36
107910001,59.0,73.0,57.0,57.0,10.8,13.0,15.6,17.2,1.6,15.1,0.9,8.7,0.9,8.6,4.5,43.4,2.5,24.2,7.7,74.2,14.2,10.6,1.1,10.7,1.6,15.1,0.0,0.0,7.7,LAPOYNOR H S,HENDERSON,107,LAPOYNOR ISD,107910,07,KILGORE,47355.0,0.4702,58429.0,16.774392500308373,86.27,52.36
108804001,42.0,3.0,8.0,28.0,2.5,2.3,3.2,2.9,2.3,51.0,1.0,22.3,1.2,26.7,0.0,0.0,0.0,0.0,4.3,95.5,3.2,27.0,0.2,4.5,0.0,0.0,0.0,0.0,1.5,MIDVALLEY ACADEMY-MERCEDES CHARTER,HIDALGO,108,MIDVALLEY ACADEMY CHARTER DISTRICT,108804,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108804002,45.0,21.0,19.0,39.0,3.3,2.8,2.3,2.8,1.0,17.4,4.0,69.8,0.7,12.8,0.0,0.0,0.0,0.0,4.0,69.8,2.8,19.5,1.7,30.2,0.0,0.0,0.0,0.0,2.3,MIDVALLEY ACADEMY-MCALLEN CHARTER,HIDALGO,108,MIDVALLEY ACADEMY CHARTER DISTRICT,108804,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108804003,32.0,36.0,13.0,56.0,2.6,5.4,3.7,4.0,2.0,39.5,2.0,39.5,1.1,21.1,0.0,0.0,0.0,0.0,5.0,98.7,3.8,24.3,0.1,1.3,0.0,0.0,0.0,0.0,3.3,MIDVALLEY ACADEMY-SAN BENITO CHART,HIDALGO,108,MIDVALLEY ACADEMY CHARTER DISTRICT,108804,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807001,48.0,66.0,57.0,90.0,15.4,15.4,17.7,14.9,2.7,15.3,6.5,36.1,2.1,11.7,4.6,25.6,2.0,11.4,15.3,85.5,8.7,42.2,2.6,14.5,0.0,0.0,0.0,0.0,2.9,IDEA COLLEGE PREP,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807002,86.0,94.0,86.0,98.0,20.9,18.1,21.0,19.9,2.6,13.4,4.9,25.9,3.5,18.1,5.3,27.8,2.8,14.8,14.6,76.7,11.0,38.5,3.4,18.0,1.0,5.2,0.0,0.0,3.4,IDEA QUEST COLLEGE PREPARATORY,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807003,90.0,74.0,86.0,93.0,26.6,23.9,23.6,26.0,53.0,18.1,99.4,33.8,56.4,19.2,60.5,20.6,24.1,8.2,249.1,84.9,7.3,2.7,44.1,15.0,0.3,0.1,0.0,0.0,2.4,IDEA FRONTIER COLLEGE PREPARATORY,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807004,51.0,76.0,59.0,81.0,20.2,18.2,18.5,18.8,1.7,9.2,6.7,37.2,4.7,26.2,2.9,16.1,2.0,11.3,15.1,83.9,8.2,45.2,2.9,16.1,0.0,0.0,0.0,0.0,2.7,IDEA COLLEGE PREPARATORY MISSION,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807005,66.0,79.0,59.0,90.0,25.7,25.4,25.3,26.1,3.4,22.3,4.7,31.0,3.1,20.4,2.8,18.5,1.2,7.8,13.1,85.6,7.1,-2.0,2.0,12.8,0.3,1.7,0.0,0.0,2.4,IDEA COLLEGE PREPARATORY SAN BENIT,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807006,69.0,70.0,59.0,72.0,14.5,16.8,15.5,18.1,2.2,11.3,8.4,43.4,2.8,14.2,4.4,22.8,1.6,8.3,17.1,87.8,7.4,38.1,2.4,12.2,0.0,0.0,0.0,0.0,2.4,IDEA COLLEGE PREPARATORY SAN JUAN,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
